Counties,Year,Median AQI,pct_under_18,pct_18_64,pct_65_plus,median_age,pct_AI/AN,pct_Asian,pct_Black,pct_Latino,pct_Multi_Race,pct_NH/PI,pct_White,COPD_Hospitalization_Rate,Poverty_AllAges_Percent_Est,Median_Household_Income_Est
Alameda,2000,41.0,24.31308601350833,65.65412211764749,10.032791868844193,34.827244624174746,0.3670098170427915,21.73550642288791,14.396212146691015,19.26424408427552,2.843018180937766,0.6751066325310622,40.718902715633945,20.92,8.8,55551
Alameda,2001,41.0,24.54869632530656,65.45236893017893,9.998934744514496,34.909147984799176,0.3509758186575544,22.122296874856865,14.212021832266975,19.59046805089945,2.9497951584108355,0.6855347755525987,40.08890748935571,17.98,8.8,54925
Alameda,2002,42.0,24.64620639935501,65.33823331027595,10.01556029036906,35.042192452163185,0.3361385659498429,22.536321134375005,14.010833111744592,19.932437611016567,3.045822952670348,0.6971710735887232,39.441275550654936,19.0,9.7,55595
Alameda,2003,40.0,24.62118133654853,65.31939445004853,10.0594242134029,35.204611995027776,0.3254823351387554,22.97004572622426,13.79221759544328,20.249336946480927,3.142994499061452,0.709369417600136,38.810553480051176,17.67,10.7,56225
Alameda,2004,52.0,24.49186019227254,65.38286872608717,10.1252710816403,35.38934674291371,0.3162922879784376,23.4097107001,13.575565852228204,20.5553638267755,3.234263390852822,0.7226225392550879,38.18618140280996,16.03,11.1,57659
Alameda,2005,51.0,24.308606257227527,65.47625222117675,10.21514152159572,35.58645227608617,0.305911180374452,23.857931579342047,13.35229374726376,20.87569242632591,3.321301678695019,0.7354871005694422,37.55138228742938,15.57,11.8,60937
Alameda,2006,53.0,24.066125764424232,65.62638256863839,10.307491666937365,35.78934869812998,0.3025068516508027,24.253674992527475,13.180817372135545,21.132017061305504,3.403250006928383,0.7502412976790086,36.97749241777329,15.51,11.1,64285
Alameda,2007,42.0,23.78278066384313,65.8156716017334,10.401547734423444,35.99003466370119,0.2980112989210274,24.6425716519028,12.998183422596837,21.42624275908906,3.479966771901048,0.7628968418618124,36.3921272537274,16.3,11.0,68263
Alameda,2008,56.0,23.43737887505952,66.03181012022479,10.530811004715682,36.1894089112072,0.2934706448327887,25.03309979153936,12.818435105577256,21.727082743227584,3.547050007491011,0.775995902149669,35.80486580518233,17.67,10.4,70217
Alameda,2009,56.0,22.75583117477074,66.2838256319738,10.96034319325546,36.67726538318218,0.2876269512553001,25.485771435278988,12.55091381066932,22.27151418728525,3.684021757254868,0.7884485557188159,34.93170330253746,16.32,10.8,68258
Alameda,2010,52.0,22.504297393475085,66.35096402058002,11.144738585944902,36.84791414048504,0.2817454901270393,26.19883596188096,12.221938696454016,22.541419488242585,3.797135334761512,0.8224225364742713,34.13650249205963,16.69,13.5,66937
Alameda,2011,53.0,22.278914000518235,66.44129568889299,11.279790310588767,37.01752489931549,0.2812525634999277,26.97837089660973,11.919249263990688,22.582692811002183,3.946650555408708,0.8270908719220097,33.464693037566754,15.47,13.2,67295
Alameda,2012,50.0,22.058700094123648,66.53196327575922,11.409336630117132,37.18018046879856,0.2766043468594162,27.821514910172468,11.596686898872502,22.61235730079777,4.10459834703754,0.8238542256007351,32.764383970659566,13.68,13.1,70209
Alameda,2013,56.0,21.836554583653182,66.67337935840976,11.490066057937051,37.30340567047796,0.2730950264635772,28.849781321966788,11.204976566603367,22.592395256757303,4.292124560623813,0.8235778352389802,31.96404943234617,12.31,13.0,72128
Alameda,2014,52.0,21.6311060328954,66.7878683139647,11.581025653139909,37.42665860175281,0.2706677922733483,29.89368487405929,10.805886309580796,22.55525564243504,4.481995059100568,0.8226336461077673,31.1698766764432,11.8,12.5,76996
Alameda,2015,54.0,21.45894970981358,66.80863645816144,11.732413832024974,37.57584014810825,0.2686241035383665,30.80018574875212,10.458611705974691,22.524858004648625,4.645620457881716,0.8236006426366997,30.478499336567783,11.79,11.5,81462
Alameda,2016,52.0,21.3113082244502,66.73251050790005,11.956181267649752,37.75361675727783,0.2661879936770487,31.564311262089245,10.16006488066765,22.51203764632752,4.778878817384716,0.822056513198311,29.89646288665552,12.21,10.7,89472
Alameda,2017,56.0,21.187949992468745,66.50682331676457,12.305226690766682,37.9735628859768,0.2632324145202591,32.07946979966862,9.951619219762012,22.535381834613645,4.858804036752523,0.8246422654014158,29.48685042928152,13.41,9.3,95550
Alameda,2018,57.0,21.07250642197,66.11559605883596,12.81189751919404,38.22509326754744,0.2605921328846189,32.359781248746,9.827515678351087,22.595092770439955,4.894532356606948,0.8270551052640089,29.235430707707383,10.33,9.0,101744
Alameda,2019,50.0,20.94743901756242,65.63195757287694,13.420603409560636,38.43438186078481,0.2583199021279079,32.60852473545588,9.716092311394307,22.659962380712432,4.92469590678803,0.8273146046937149,29.005090158827727,9.89,8.9,107589
Alameda,2020,52.0,20.788860152982977,65.1427309271378,14.068408919879213,38.57341230150792,0.2500500100020004,32.96415235428038,9.549052667676392,22.904223701883232,4.96575505577306,0.8276655331066214,28.53910067727832,5.14,8.6,113518
Alameda,2021,53.0,20.649765335340057,64.71212435082955,14.638110313830389,38.941390304312144,0.2518470292015725,33.78361810568757,9.480017417909648,22.194366719472004,5.1199232742288014,0.8382218029469122,28.332005650553487,4.52,9.4,108971
Alameda,2022,49.0,20.518214390994764,64.27444818919749,15.20733741980775,39.26016538369199,0.2543055374058282,34.510732313639444,9.375389374963913,21.70647281744886,5.23429356365084,0.851473774741455,28.06733261814966,5.16,10.1,121190
Alameda,2023,48.0,20.36517477507285,63.83442636809777,15.800398856829371,39.55720749130732,0.2577546878449628,35.03718223888958,9.268282002361028,21.484504004685565,5.315536623000014,0.8541545153597587,27.7825859278591,5.17,9.5,119230
Amador,2000,44.0,20.22791348844396,61.70358180412686,18.0685047074292,41.67388595584514,1.5328903992889975,0.9327352217250066,3.7938793731700367,9.13976523850823,1.5836391187643213,0.0859173830350437,82.93117326550836,23.46,9.9,42701
Amador,2001,40.0,19.16059906749613,62.91645226448336,17.92294866802052,41.85551220237152,1.5304137571598777,0.9831409844870332,3.782469842224089,9.581683613410783,1.7648541014992265,0.0990795920567531,82.25835810916224,25.56,10.1,41805
Amador,2002,42.0,19.015256887006203,63.0785769705131,17.906166142480686,42.039028854632825,1.5148788406479838,1.0033953568791285,3.749164110848864,9.948231860091422,1.8698390271514684,0.1080776741963147,81.80641313018481,16.75,9.4,43628
Amador,2003,41.0,19.20593489229204,62.60785226346288,18.18621284424508,42.33210144397123,1.508526352470383,0.9994535861584644,3.511044304912992,10.114668183198408,1.8955460872218044,0.113586569819014,81.85717491621892,14.82,9.2,44494
Amador,2004,41.0,19.456412657253583,62.28556340628613,18.258023936460297,42.54788504658755,1.497193374280153,1.029859391703466,3.443741910386714,10.43580783561977,1.972966962954372,0.1221174452841998,81.49831307977134,19.57,8.8,47459
